Manuscript ID,Manuscript Type,Manuscript Type,Submission Date,Submission Question,Submission Question Response
[redacted],Biological Science Practices,Biological Science Practices,27/09/2023 21:55,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Biological Science Practices,Biological Science Practices,27/09/2023 21:55,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,27/09/2023 22:36,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,27/09/2023 22:36,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 2:46,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 2:46,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 8:23,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 8:23,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 9:29,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 9:29,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,28/09/2023 10:05,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Review,Review,28/09/2023 10:05,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 10:57,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 10:57,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 11:14,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,28/09/2023 11:14,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 12:10,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 12:10,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 13:12,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 13:12,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 16:14,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,28/09/2023 16:14,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 22:59,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 22:59,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,28/09/2023 23:31,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,28/09/2023 23:31,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 0:20,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/09/2023 0:20,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 1:56,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,29/09/2023 1:56,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 6:13,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/09/2023 6:13,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 6:16,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,29/09/2023 6:16,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 8:00,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/09/2023 8:00,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 11:49,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/09/2023 11:49,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,29/09/2023 15:44,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Review,Review,29/09/2023 15:44,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,29/09/2023 22:36,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,29/09/2023 22:36,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,30/09/2023 3:54,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,30/09/2023 3:54,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,30/09/2023 7:56,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,30/09/2023 7:56,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,30/09/2023 11:08,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Review,Review,30/09/2023 11:08,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,1/10/2023 2:40,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,1/10/2023 2:40,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,1/10/2023 17:34,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,1/10/2023 17:34,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Biological Science Practices,Biological Science Practices,1/10/2023 20:02,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Biological Science Practices,Biological Science Practices,1/10/2023 20:02,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 3:47,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 3:47,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 3:56,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 3:56,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 7:27,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 7:27,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 9:05,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 9:05,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 9:51,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 9:51,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Evidence Synthesis,Evidence Synthesis,2/10/2023 10:07,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Evidence Synthesis,Evidence Synthesis,2/10/2023 10:07,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 13:23,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 13:23,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 15:50,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 15:50,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 16:12,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 16:12,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 19:33,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,2/10/2023 19:33,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,2/10/2023 22:29,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,2/10/2023 22:29,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,3/10/2023 8:35,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,3/10/2023 8:35,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,3/10/2023 8:46,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,3/10/2023 8:46,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,3/10/2023 15:34,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,3/10/2023 15:34,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 2:20,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,4/10/2023 2:20,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 3:49,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Research,Research,4/10/2023 3:49,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 10:05,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,4/10/2023 10:05,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 11:39,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,4/10/2023 11:39,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 16:17,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,4/10/2023 16:17,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 19:48,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,4/10/2023 19:48,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,4/10/2023 20:26,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,4/10/2023 20:26,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 4:58,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 4:58,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 8:01,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 8:01,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 9:19,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 9:19,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 9:21,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 9:21,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 9:52,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 9:52,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 12:18,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 12:18,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 15:35,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 15:35,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,5/10/2023 16:29,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,5/10/2023 16:29,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,6/10/2023 6:28,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,6/10/2023 6:28,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Review,Review,6/10/2023 9:16,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Review,Review,6/10/2023 9:16,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,6/10/2023 10:52,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,6/10/2023 10:52,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,6/10/2023 11:20,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,6/10/2023 11:20,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,6/10/2023 12:07,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,6/10/2023 12:07,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Commentary,Commentary,6/10/2023 13:30,"Does your paper present new data, or use data/models published elsewhere?",My paper has no data
[redacted],Commentary,Commentary,6/10/2023 13:30,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,7/10/2023 7:09,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,7/10/2023 7:09,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,8/10/2023 5:34,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,8/10/2023 5:34,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 4:21,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 4:21,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 4:38,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 4:38,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 5:50,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 5:50,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 5:52,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 5:52,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 6:41,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 6:41,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 8:27,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 8:27,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 10:46,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 10:46,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 11:37,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 11:37,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 19:26,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 19:26,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,9/10/2023 22:19,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,9/10/2023 22:19,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 3:25,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,10/10/2023 3:25,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 3:44,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,10/10/2023 3:44,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 4:56,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,10/10/2023 4:56,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 9:40,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,10/10/2023 9:40,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 10:55,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,10/10/2023 10:55,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 11:06,"Does your paper present new data, or use data/models published elsewhere?",Yes
[redacted],Research,Research,10/10/2023 11:06,"If yes, provide a link to your data if it is in a repository. If depositing your data with Dryad, <b>ensure that you give the private reviewer 'sharing' link</b>. If your data is uploaded as supplementary material, please state this. Your paper will be unsubmitted without this information.",[redacted]
[redacted],Research,Research,10/10/2023 11:47,"Does your paper present new data, or use data/models published elsewhere?",Yes
