Manuscript.ID,Manuscript.Type,Submission.Question.Response.x,Submission.Question.Response.y
anon-ID_C_1177,Research,Yes,[redacted]
anon-ID_C_1178,Research,Yes,[redacted]
anon-ID_C_1179,Research,Yes,[redacted]
anon-ID_C_1180,Research,Yes,[redacted]
anon-ID_C_1181,Research,Yes,[redacted]
anon-ID_C_1182,Research,My paper has no data,[redacted]
anon-ID_C_1183,Research,Yes,[redacted]
anon-ID_C_1184,Research,My paper has no data,[redacted]
anon-ID_C_1185,Research,Yes,[redacted]
anon-ID_C_1186,Research,Yes,[redacted]
anon-ID_C_1187,Research,Yes,[redacted]
anon-ID_C_1188,Research,My paper has no data,[redacted]
anon-ID_C_1189,Research,Yes,[redacted]
anon-ID_C_1190,Review,My paper has no data,[redacted]
anon-ID_C_1191,Research,Yes,[redacted]
anon-ID_C_1192,Research,Yes,[redacted]
anon-ID_C_1193,Research,Yes,[redacted]
anon-ID_C_1194,Research,Yes,[redacted]
anon-ID_C_1195,Research,Yes,[redacted]
anon-ID_C_1196,Research,Yes,[redacted]
anon-ID_C_1197,Research,Yes,[redacted]
anon-ID_C_1198,Research,Yes,[redacted]
anon-ID_C_1199,Research,Yes,[redacted]
anon-ID_C_1200,Research,Yes,[redacted]
anon-ID_C_1201,Research,Yes,[redacted]
anon-ID_C_1202,Review,My paper has no data,[redacted]
anon-ID_C_1203,Research,Yes,[redacted]
anon-ID_C_1204,Research,Yes,[redacted]
anon-ID_C_1205,Research,Yes,[redacted]
anon-ID_C_1206,Research,Yes,[redacted]
anon-ID_C_1207,Research,Yes,[redacted]
anon-ID_C_1208,Research,Yes,[redacted]
anon-ID_C_1209,Research,Yes,[redacted]
anon-ID_C_1210,Research,Yes,[redacted]
anon-ID_C_1211,Research,Yes,[redacted]
anon-ID_C_1212,Research,Yes,[redacted]
anon-ID_C_1213,Research,Yes,[redacted]
anon-ID_C_1214,Research,Yes,[redacted]
anon-ID_C_1215,Research,Yes,[redacted]
anon-ID_C_1216,Research,Yes,[redacted]
anon-ID_C_1217,Research,Yes,[redacted]
anon-ID_C_1218,Research,Yes,[redacted]
anon-ID_C_1219,Research,Yes,[redacted]
anon-ID_C_1220,Research,Yes,[redacted]
anon-ID_C_1221,Research,My paper has no data,[redacted]
anon-ID_C_1222,Research,Yes,[redacted]
anon-ID_C_1223,Research,Yes,[redacted]
anon-ID_C_1224,Research,Yes,[redacted]
anon-ID_C_1225,Research,Yes,[redacted]
anon-ID_C_1226,Research,Yes,[redacted]
anon-ID_C_1227,Research,Yes,[redacted]
anon-ID_C_1228,Review,My paper has no data,[redacted]
anon-ID_C_1229,Research,Yes,[redacted]
anon-ID_C_1230,Research,Yes,[redacted]
anon-ID_C_1231,Research,My paper has no data,[redacted]
anon-ID_C_1232,Review,My paper has no data,[redacted]
anon-ID_C_1233,Research,Yes,[redacted]
anon-ID_C_1234,Research,My paper has no data,[redacted]
anon-ID_C_1235,Research,Yes,[redacted]
anon-ID_C_1236,Research,Yes,[redacted]
anon-ID_C_1237,Research,Yes,[redacted]
anon-ID_C_1238,Research,Yes,[redacted]
anon-ID_C_1239,Research,Yes,[redacted]
anon-ID_C_1240,Research,Yes,[redacted]
anon-ID_C_1241,Research,Yes,[redacted]
anon-ID_C_1242,Research,Yes,[redacted]
anon-ID_C_1243,Research,Yes,[redacted]
anon-ID_C_1244,Review,My paper has no data,[redacted]
anon-ID_C_1245,Comment,My paper has no data,[redacted]
anon-ID_C_1246,Research,My paper has no data,[redacted]
anon-ID_C_1247,Research,Yes,[redacted]
anon-ID_C_1248,Research,Yes,[redacted]
anon-ID_C_1249,Research,Yes,[redacted]
anon-ID_C_1250,Research,Yes,[redacted]
anon-ID_C_1251,Research,Yes,[redacted]
anon-ID_C_1252,Research,Yes,[redacted]
anon-ID_C_1253,Research,Yes,[redacted]
anon-ID_C_1254,Research,My paper has no data,[redacted]
anon-ID_C_1255,Research,Yes,[redacted]
anon-ID_C_1256,Research,My paper has no data,[redacted]
anon-ID_C_1257,Research,Yes,[redacted]
anon-ID_C_1258,Research,My paper has no data,[redacted]
anon-ID_C_1259,Research,Yes,[redacted]
anon-ID_C_1260,Research,Yes,[redacted]
anon-ID_C_1261,Research,Yes,[redacted]
anon-ID_C_1262,Research,Yes,[redacted]
anon-ID_C_1263,Research,My paper has no data,[redacted]
anon-ID_C_1264,Research,My paper has no data,[redacted]
anon-ID_C_1265,Research,Yes,[redacted]
anon-ID_C_1266,Research,Yes,[redacted]
anon-ID_C_1267,Research,Yes,[redacted]
anon-ID_C_1268,Research,Yes,[redacted]
anon-ID_C_1269,Research,Yes,[redacted]
anon-ID_C_1270,Research,Yes,[redacted]
anon-ID_C_1271,Research,Yes,[redacted]
anon-ID_C_1272,Research,Yes,[redacted]
anon-ID_C_1273,Research,Yes,[redacted]
anon-ID_C_1274,Research,Yes,[redacted]
anon-ID_C_1275,Research,Yes,[redacted]
anon-ID_C_1276,Research,Yes,[redacted]
anon-ID_C_1277,Research,Yes,[redacted]
anon-ID_C_1278,Research,Yes,[redacted]
anon-ID_C_1279,Research,Yes,[redacted]
anon-ID_C_1280,Evidence Synthesis,My paper has no data,[redacted]
anon-ID_C_1281,Research,Yes,[redacted]
anon-ID_C_1282,Research,Yes,[redacted]
anon-ID_C_1283,Research,Yes,[redacted]
anon-ID_C_1284,Research,Yes,[redacted]
anon-ID_C_1285,Research,Yes,[redacted]
anon-ID_C_1286,Research,Yes,[redacted]
anon-ID_C_1287,Research,My paper has no data,[redacted]
anon-ID_C_1288,Research,Yes,[redacted]
anon-ID_C_1289,Research,Yes,[redacted]
anon-ID_C_1290,Research,My paper has no data,[redacted]
anon-ID_C_1291,Research,Yes,[redacted]
anon-ID_C_1292,Research,Yes,[redacted]
anon-ID_C_1293,Research,Yes,[redacted]
anon-ID_C_1294,Research,Yes,[redacted]
anon-ID_C_1295,Research,Yes,[redacted]
anon-ID_C_1296,Research,Yes,[redacted]
anon-ID_C_1297,Research,Yes,[redacted]
anon-ID_C_1298,Research,Yes,[redacted]
anon-ID_C_1299,Research,Yes,[redacted]
anon-ID_C_1300,Research,Yes,[redacted]
anon-ID_C_1301,Research,Yes,[redacted]
anon-ID_C_1302,Research,My paper has no data,[redacted]
anon-ID_C_1303,Research,Yes,[redacted]
anon-ID_C_1304,Research,Yes,[redacted]
anon-ID_C_1305,Research,Yes,[redacted]
anon-ID_C_1306,Research,Yes,[redacted]
anon-ID_C_1307,Research,Yes,[redacted]
anon-ID_C_1308,Review,Yes,[redacted]
anon-ID_C_1309,Research,Yes,[redacted]
anon-ID_C_1310,Research,Yes,[redacted]
anon-ID_C_1311,Research,Yes,[redacted]
anon-ID_C_1312,Research,Yes,[redacted]
anon-ID_C_1313,Research,Yes,[redacted]
anon-ID_C_1314,Research,Yes,[redacted]
anon-ID_C_1315,Research,Yes,[redacted]
anon-ID_C_1316,Research,Yes,[redacted]
anon-ID_C_1317,Research,My paper has no data,[redacted]
anon-ID_C_1318,Research,Yes,[redacted]
anon-ID_C_1319,Research,Yes,[redacted]
anon-ID_C_1320,Research,Yes,[redacted]
anon-ID_C_1321,Research,Yes,[redacted]
anon-ID_C_1322,Research,Yes,[redacted]
anon-ID_C_1323,Research,Yes,[redacted]
anon-ID_C_1324,Research,Yes,[redacted]
anon-ID_C_1325,Research,Yes,[redacted]
anon-ID_C_1326,Research,Yes,[redacted]
anon-ID_C_1327,Research,Yes,[redacted]
anon-ID_C_1328,Research,Yes,[redacted]
anon-ID_C_1329,Research,Yes,[redacted]
anon-ID_C_1330,Research,Yes,[redacted]
anon-ID_C_1331,Research,My paper has no data,[redacted]
anon-ID_C_1332,Research,Yes,[redacted]
anon-ID_C_1333,Research,Yes,[redacted]
anon-ID_C_1334,Research,Yes,[redacted]
anon-ID_C_1335,Research,Yes,[redacted]
anon-ID_C_1336,Research,Yes,[redacted]
anon-ID_C_1337,Review,My paper has no data,[redacted]
anon-ID_C_1338,Research,Yes,[redacted]
anon-ID_C_1339,Research,Yes,[redacted]
anon-ID_C_1340,Research,Yes,[redacted]
anon-ID_C_1341,Research,Yes,[redacted]
anon-ID_C_1342,Research,Yes,[redacted]
anon-ID_C_1343,Research,Yes,[redacted]
anon-ID_C_1344,Research,Yes,[redacted]
anon-ID_C_1345,Research,My paper has no data,[redacted]
anon-ID_C_1346,Research,Yes,[redacted]
anon-ID_C_1347,Research,Yes,[redacted]
anon-ID_C_1348,Research,Yes,[redacted]
anon-ID_C_1349,Research,Yes,[redacted]
anon-ID_C_1350,Research,Yes,[redacted]
anon-ID_C_1351,Research,Yes,[redacted]
anon-ID_C_1352,Review,My paper has no data,[redacted]
anon-ID_C_1353,Research,Yes,[redacted]
anon-ID_C_1354,Research,Yes,[redacted]
anon-ID_C_1355,Research,Yes,[redacted]
anon-ID_C_1356,Research,Yes,[redacted]
anon-ID_C_1357,Evidence Synthesis,My paper has no data,[redacted]
anon-ID_C_1358,Research,Yes,[redacted]
anon-ID_C_1359,Research,Yes,[redacted]
anon-ID_C_1360,Research,Yes,[redacted]
anon-ID_C_1361,Research,Yes,[redacted]
anon-ID_C_1362,Research,Yes,[redacted]
anon-ID_C_1363,Research,Yes,[redacted]
anon-ID_C_1364,Research,Yes,[redacted]
anon-ID_C_1365,Research,Yes,[redacted]
anon-ID_C_1366,Review,Yes,[redacted]
anon-ID_C_1367,Research,Yes,[redacted]
anon-ID_C_1368,Research,Yes,[redacted]
anon-ID_C_1369,Evidence Synthesis,Yes,[redacted]
anon-ID_C_1370,Research,Yes,[redacted]
anon-ID_C_1371,Research,Yes,[redacted]
anon-ID_C_1372,Biological Science Practices,Yes,[redacted]
anon-ID_C_1373,Research,Yes,[redacted]
anon-ID_C_1374,Research,Yes,[redacted]
anon-ID_C_1375,Research,Yes,[redacted]
anon-ID_C_1376,Research,Yes,[redacted]
anon-ID_C_1377,Research,Yes,[redacted]
anon-ID_C_1378,Research,Yes,[redacted]
anon-ID_C_1379,Research,My paper has no data,[redacted]
anon-ID_C_1380,Research,My paper has no data,[redacted]
anon-ID_C_1381,Research,Yes,[redacted]
anon-ID_C_1382,Research,Yes,[redacted]
anon-ID_C_1383,Research,My paper has no data,[redacted]
anon-ID_C_1384,Research,Yes,[redacted]
anon-ID_C_1385,Review,My paper has no data,[redacted]
anon-ID_C_1386,Research,Yes,[redacted]
anon-ID_C_1387,Research,Yes,[redacted]
anon-ID_C_1388,Research,Yes,[redacted]
anon-ID_C_1389,Research,My paper has no data,[redacted]
anon-ID_C_1390,Research,Yes,[redacted]
anon-ID_C_1391,Research,Yes,[redacted]
anon-ID_C_1392,Research,Yes,[redacted]
anon-ID_C_1393,Biological Science Practices,Yes,[redacted]
anon-ID_C_1394,Research,Yes,[redacted]
anon-ID_C_1395,Research,Yes,[redacted]
anon-ID_C_1396,Research,Yes,[redacted]
anon-ID_C_1397,Research,Yes,[redacted]
anon-ID_C_1398,Research,Yes,[redacted]
anon-ID_C_1399,Research,Yes,[redacted]
anon-ID_C_1400,Research,Yes,[redacted]
anon-ID_C_1401,Research,My paper has no data,[redacted]
anon-ID_C_1402,Research,Yes,[redacted]
anon-ID_C_1403,Research,Yes,[redacted]
anon-ID_C_1404,Research,Yes,[redacted]
anon-ID_C_1405,Research,My paper has no data,[redacted]
anon-ID_C_1406,Research,Yes,[redacted]
anon-ID_C_1407,Research,Yes,[redacted]
anon-ID_C_1408,Research,Yes,[redacted]
anon-ID_C_1409,Research,Yes,[redacted]
anon-ID_C_1410,Research,Yes,[redacted]
anon-ID_C_1411,Research,Yes,[redacted]
anon-ID_C_1412,Research,Yes,[redacted]
anon-ID_C_1413,Research,Yes,[redacted]
anon-ID_C_1414,Research,Yes,[redacted]
anon-ID_C_1415,Research,Yes,[redacted]
anon-ID_C_1416,Research,Yes,[redacted]
anon-ID_C_1417,Research,Yes,[redacted]
anon-ID_C_1418,Research,Yes,[redacted]
anon-ID_C_1419,Research,Yes,[redacted]
anon-ID_C_1420,Research,Yes,[redacted]
anon-ID_C_1421,Research,Yes,[redacted]
anon-ID_C_1422,Research,Yes,[redacted]
anon-ID_C_1423,Research,Yes,[redacted]
anon-ID_C_1424,Research,Yes,[redacted]
anon-ID_C_1425,Research,Yes,[redacted]
anon-ID_C_1426,Research,Yes,[redacted]
anon-ID_C_1427,Research,Yes,[redacted]
anon-ID_C_1428,Research,Yes,[redacted]
anon-ID_C_1429,Commentary,My paper has no data,[redacted]
anon-ID_C_1430,Research,Yes,[redacted]
anon-ID_C_1431,Research,Yes,[redacted]
anon-ID_C_1432,Research,Yes,[redacted]
anon-ID_C_1433,Research,Yes,[redacted]
anon-ID_C_1434,Research,Yes,[redacted]
anon-ID_C_1435,Research,Yes,[redacted]
anon-ID_C_1436,Research,Yes,[redacted]
anon-ID_C_1437,Research,Yes,[redacted]
anon-ID_C_1438,Research,Yes,[redacted]
anon-ID_C_1439,Research,Yes,[redacted]
anon-ID_C_1440,Research,Yes,[redacted]
anon-ID_C_1441,Research,Yes,[redacted]
anon-ID_C_1442,Research,Yes,[redacted]
anon-ID_C_1443,Research,Yes,[redacted]
anon-ID_C_1444,Research,Yes,[redacted]
anon-ID_C_1445,Research,Yes,[redacted]
anon-ID_C_1446,Research,Yes,[redacted]
anon-ID_C_1447,Research,Yes,[redacted]
anon-ID_C_1448,Research,Yes,[redacted]
anon-ID_C_1449,Research,Yes,[redacted]
anon-ID_C_1450,Research,Yes,[redacted]
anon-ID_C_1451,Research,Yes,[redacted]
anon-ID_C_1452,Research,Yes,[redacted]
anon-ID_C_1453,Research,Yes,[redacted]
anon-ID_C_1454,Research,Yes,[redacted]
anon-ID_C_1455,Research,Yes,[redacted]
anon-ID_C_1456,Research,Yes,[redacted]
anon-ID_C_1457,Research,Yes,[redacted]
anon-ID_C_1458,Research,Yes,[redacted]
anon-ID_C_1459,Research,Yes,[redacted]
anon-ID_C_1460,Research,Yes,[redacted]
anon-ID_C_1461,Research,Yes,[redacted]
anon-ID_C_1462,Research,Yes,[redacted]
anon-ID_C_1463,Research,Yes,[redacted]
anon-ID_C_1464,Research,My paper has no data,[redacted]
anon-ID_C_1465,Research,Yes,[redacted]
anon-ID_C_1466,Research,Yes,[redacted]
anon-ID_C_1467,Research,My paper has no data,[redacted]
anon-ID_C_1468,Research,Yes,[redacted]
anon-ID_C_1469,Biological Science Practices,My paper has no data,[redacted]
anon-ID_C_1470,Research,Yes,[redacted]
anon-ID_C_1471,Research,Yes,[redacted]
anon-ID_C_1472,Research,Yes,[redacted]
anon-ID_C_1473,Research,Yes,[redacted]
anon-ID_C_1474,Research,Yes,[redacted]
anon-ID_C_1475,Research,Yes,[redacted]
anon-ID_C_1476,Research,Yes,[redacted]
anon-ID_C_1477,Research,Yes,[redacted]
anon-ID_C_1478,Research,Yes,[redacted]
anon-ID_C_1479,Research,Yes,[redacted]
anon-ID_C_1480,Research,Yes,[redacted]
anon-ID_C_1481,Research,Yes,[redacted]
anon-ID_C_1482,Research,Yes,[redacted]
anon-ID_C_1483,Research,Yes,[redacted]
anon-ID_C_1484,Research,Yes,[redacted]
anon-ID_C_1485,Research,Yes,[redacted]
anon-ID_C_1486,Evidence Synthesis,Yes,[redacted]
anon-ID_C_1487,Research,Yes,[redacted]
anon-ID_C_1488,Research,Yes,[redacted]
anon-ID_C_1489,Research,Yes,[redacted]
anon-ID_C_1490,Research,Yes,[redacted]
anon-ID_C_1491,Research,Yes,[redacted]
anon-ID_C_1492,Research,Yes,[redacted]
anon-ID_C_1493,Research,Yes,[redacted]
anon-ID_C_1494,Research,Yes,[redacted]
anon-ID_C_1495,Research,Yes,[redacted]
anon-ID_C_1496,Research,My paper has no data,[redacted]
anon-ID_C_1497,Research,Yes,[redacted]
anon-ID_C_1498,Research,Yes,[redacted]
anon-ID_C_1499,Research,My paper has no data,[redacted]
anon-ID_C_1500,Research,Yes,[redacted]
anon-ID_C_1501,Research,My paper has no data,[redacted]
anon-ID_C_1502,Research,Yes,[redacted]
anon-ID_C_1503,Research,Yes,[redacted]
anon-ID_C_1504,Research,Yes,[redacted]
anon-ID_C_1505,Research,Yes,[redacted]
anon-ID_C_1506,Research,Yes,[redacted]
anon-ID_C_1507,Research,Yes,[redacted]
anon-ID_C_1508,Research,Yes,[redacted]
anon-ID_C_1509,Research,Yes,[redacted]
anon-ID_C_1510,Research,Yes,[redacted]
anon-ID_C_1511,Research,My paper has no data,[redacted]
anon-ID_C_1512,Research,Yes,[redacted]
anon-ID_C_1513,Research,Yes,[redacted]
anon-ID_C_1514,Research,Yes,[redacted]
anon-ID_C_1515,Research,Yes,[redacted]
anon-ID_C_1516,Research,Yes,[redacted]
anon-ID_C_1517,Research,My paper has no data,[redacted]
anon-ID_C_1518,Research,Yes,[redacted]
anon-ID_C_1519,Research,Yes,[redacted]
anon-ID_C_1520,Research,Yes,[redacted]
anon-ID_C_1521,Research,Yes,[redacted]
anon-ID_C_1522,Research,Yes,[redacted]
anon-ID_C_1523,Research,Yes,[redacted]
anon-ID_C_1524,Research,Yes,[redacted]
anon-ID_C_1525,Research,Yes,[redacted]
anon-ID_C_1526,Research,My paper has no data,[redacted]
anon-ID_C_1527,Research,Yes,[redacted]
anon-ID_C_1528,Research,Yes,[redacted]
anon-ID_C_1529,Research,Yes,[redacted]
anon-ID_C_1530,Research,My paper has no data,[redacted]
anon-ID_C_1531,Research,Yes,[redacted]
anon-ID_C_1532,Research,My paper has no data,[redacted]
anon-ID_C_1533,Research,Yes,[redacted]
anon-ID_C_1534,Research,Yes,[redacted]
anon-ID_C_1535,Research,Yes,[redacted]
anon-ID_C_1536,Research,Yes,[redacted]
anon-ID_C_1537,Research,Yes,[redacted]
anon-ID_C_1538,Research,Yes,[redacted]
anon-ID_C_1539,Research,Yes,[redacted]
anon-ID_C_1540,Research,Yes,[redacted]
anon-ID_C_1541,Research,Yes,[redacted]
anon-ID_C_1542,Research,Yes,[redacted]
anon-ID_C_1543,Research,Yes,[redacted]
anon-ID_C_1544,Research,Yes,[redacted]
anon-ID_C_1545,Research,Yes,[redacted]
anon-ID_C_1546,Research,Yes,[redacted]
anon-ID_C_1547,Research,Yes,[redacted]
anon-ID_C_1548,Review,My paper has no data,[redacted]
anon-ID_C_1549,Research,Yes,[redacted]
anon-ID_C_1550,Research,My paper has no data,[redacted]
anon-ID_C_1551,Research,Yes,[redacted]
anon-ID_C_1552,Research,Yes,[redacted]
anon-ID_C_1553,Research,Yes,[redacted]
anon-ID_C_1554,Research,Yes,[redacted]
anon-ID_C_1555,Evidence Synthesis,Yes,[redacted]
anon-ID_C_1556,Research,Yes,[redacted]
anon-ID_C_1557,Research,Yes,[redacted]
anon-ID_C_1558,Research,Yes,[redacted]
anon-ID_C_1559,Research,Yes,[redacted]
anon-ID_C_1560,Research,My paper has no data,[redacted]
anon-ID_C_1561,Research,Yes,[redacted]
anon-ID_C_1562,Research,Yes,[redacted]
anon-ID_C_1563,Research,Yes,[redacted]
anon-ID_C_1564,Research,Yes,[redacted]
anon-ID_C_1565,Research,Yes,[redacted]
anon-ID_C_1566,Research,Yes,[redacted]
anon-ID_C_1567,Research,Yes,[redacted]
anon-ID_C_1568,Commentary,My paper has no data,[redacted]
anon-ID_C_1569,Research,Yes,[redacted]
anon-ID_C_1570,Research,Yes,[redacted]
anon-ID_C_1571,Research,Yes,[redacted]
anon-ID_C_1572,Research,Yes,[redacted]
anon-ID_C_1573,Research,Yes,[redacted]
anon-ID_C_1574,Review,My paper has no data,[redacted]
anon-ID_C_1575,Research,Yes,[redacted]
anon-ID_C_1576,Research,Yes,[redacted]
anon-ID_C_1577,Research,Yes,[redacted]
anon-ID_C_1578,Research,Yes,[redacted]
anon-ID_C_1579,Research,Yes,[redacted]
anon-ID_C_1580,Research,Yes,[redacted]
anon-ID_C_1581,Research,Yes,[redacted]
anon-ID_C_1582,Research,Yes,[redacted]
anon-ID_C_1583,Research,Yes,[redacted]
anon-ID_C_1584,Research,Yes,[redacted]
anon-ID_C_1585,Research,My paper has no data,[redacted]
anon-ID_C_1586,Research,My paper has no data,[redacted]
anon-ID_C_1587,Research,Yes,[redacted]
anon-ID_C_1588,Research,Yes,[redacted]
anon-ID_C_1589,Research,Yes,[redacted]
anon-ID_C_1590,Research,Yes,[redacted]
anon-ID_C_1591,Research,Yes,[redacted]
anon-ID_C_1592,Research,Yes,[redacted]
anon-ID_C_1593,Research,Yes,[redacted]
anon-ID_C_1594,Research,My paper has no data,[redacted]
anon-ID_C_1595,Research,Yes,[redacted]
anon-ID_C_1596,Evidence Synthesis,Yes,[redacted]
anon-ID_C_1597,Research,Yes,[redacted]
anon-ID_C_1598,Research,Yes,[redacted]
anon-ID_C_1599,Research,My paper has no data,[redacted]
anon-ID_C_1600,Research,Yes,[redacted]
anon-ID_C_1601,Research,Yes,[redacted]
anon-ID_C_1602,Research,Yes,[redacted]
anon-ID_C_1603,Research,My paper has no data,[redacted]
anon-ID_C_1604,Research,Yes,[redacted]
anon-ID_C_1605,Research,Yes,[redacted]
anon-ID_C_1606,Research,Yes,[redacted]
anon-ID_C_1607,Research,Yes,[redacted]
anon-ID_C_1608,Research,Yes,[redacted]
anon-ID_C_1609,Research,Yes,[redacted]
anon-ID_C_1610,Research,Yes,[redacted]
anon-ID_C_1611,Research,Yes,[redacted]
anon-ID_C_1612,Research,Yes,[redacted]
anon-ID_C_1613,Research,Yes,[redacted]
anon-ID_C_1614,Research,Yes,[redacted]
anon-ID_C_1615,Research,Yes,[redacted]
anon-ID_C_1616,Research,Yes,[redacted]
anon-ID_C_1617,Research,Yes,[redacted]
anon-ID_C_1618,Research,Yes,[redacted]
anon-ID_C_1619,Research,Yes,[redacted]
anon-ID_C_1620,Research,Yes,[redacted]
anon-ID_C_1621,Research,Yes,[redacted]
anon-ID_C_1622,Research,Yes,[redacted]
anon-ID_C_1623,Research,Yes,[redacted]
anon-ID_C_1624,Research,Yes,[redacted]
anon-ID_C_1625,Research,Yes,[redacted]
anon-ID_C_1626,Review,Yes,[redacted]
anon-ID_C_1627,Research,Yes,[redacted]
anon-ID_C_1628,Research,Yes,[redacted]
anon-ID_C_1629,Research,Yes,[redacted]
anon-ID_C_1630,Research,Yes,[redacted]
anon-ID_C_1631,Research,Yes,[redacted]
anon-ID_C_1632,Research,Yes,[redacted]
anon-ID_C_1633,Research,Yes,[redacted]
anon-ID_C_1634,Research,Yes,[redacted]
anon-ID_C_1635,Research,Yes,[redacted]
anon-ID_C_1636,Research,Yes,[redacted]
anon-ID_C_1637,Research,Yes,[redacted]
anon-ID_C_1638,Research,Yes,[redacted]
anon-ID_C_1639,Research,Yes,[redacted]
anon-ID_C_1640,Research,Yes,[redacted]
anon-ID_C_1641,Research,Yes,[redacted]
anon-ID_C_1642,Research,My paper has no data,[redacted]
anon-ID_C_1643,Research,Yes,[redacted]
anon-ID_C_1644,Research,Yes,[redacted]
anon-ID_C_1645,Research,Yes,[redacted]
anon-ID_C_1646,Research,Yes,[redacted]
anon-ID_C_1647,Review,My paper has no data,[redacted]
anon-ID_C_1648,Research,Yes,[redacted]
anon-ID_C_1649,Research,Yes,[redacted]
anon-ID_C_1650,Research,Yes,[redacted]
anon-ID_C_1651,Research,Yes,[redacted]
anon-ID_C_1652,Research,Yes,[redacted]
anon-ID_C_1653,Research,Yes,[redacted]
anon-ID_C_1654,Research,Yes,[redacted]
anon-ID_C_1655,Research,Yes,[redacted]
anon-ID_C_1656,Research,Yes,[redacted]
anon-ID_C_1657,Research,Yes,[redacted]
anon-ID_C_1658,Research,Yes,[redacted]
anon-ID_C_1659,Research,Yes,[redacted]
anon-ID_C_1660,Research,Yes,[redacted]
anon-ID_C_1661,Research,My paper has no data,[redacted]
anon-ID_C_1662,Research,Yes,[redacted]
anon-ID_C_1663,Research,Yes,[redacted]
anon-ID_C_1664,Research,My paper has no data,[redacted]
anon-ID_C_1665,Research,Yes,[redacted]
anon-ID_C_1666,Research,Yes,[redacted]
anon-ID_C_1667,Biological Science Practices,Yes,[redacted]
anon-ID_C_1668,Research,Yes,[redacted]
anon-ID_C_1669,Research,Yes,[redacted]
anon-ID_C_1670,Research,Yes,[redacted]
anon-ID_C_1671,Research,Yes,[redacted]
anon-ID_C_1672,Research,Yes,[redacted]
anon-ID_C_1673,Research,Yes,[redacted]
anon-ID_C_1674,Research,Yes,[redacted]
anon-ID_C_1675,Research,Yes,[redacted]
anon-ID_C_1676,Research,Yes,[redacted]
anon-ID_C_1677,Research,Yes,[redacted]
anon-ID_C_1678,Research,Yes,[redacted]
anon-ID_C_1679,Research,Yes,[redacted]
anon-ID_C_1680,Research,Yes,[redacted]
anon-ID_C_1681,Research,Yes,[redacted]
anon-ID_C_1682,Research,Yes,[redacted]
anon-ID_C_1683,Research,Yes,[redacted]
anon-ID_C_1684,Research,Yes,[redacted]
anon-ID_C_1685,Research,Yes,[redacted]
anon-ID_C_1686,Research,Yes,[redacted]
anon-ID_C_1687,Research,Yes,[redacted]
anon-ID_C_1688,Research,Yes,[redacted]
anon-ID_C_1689,Research,Yes,[redacted]
anon-ID_C_1690,Research,Yes,[redacted]
anon-ID_C_1691,Research,Yes,[redacted]
anon-ID_C_1692,Research,Yes,[redacted]
anon-ID_C_1693,Research,My paper has no data,[redacted]
anon-ID_C_1694,Research,Yes,[redacted]
anon-ID_C_1695,Research,Yes,[redacted]
anon-ID_C_1696,Research,Yes,[redacted]
anon-ID_C_1697,Research,Yes,[redacted]
anon-ID_C_1698,Research,Yes,[redacted]
anon-ID_C_1699,Research,Yes,[redacted]
anon-ID_C_1700,Research,My paper has no data,[redacted]
anon-ID_C_1701,Research,Yes,[redacted]
anon-ID_C_1702,Research,Yes,[redacted]
anon-ID_C_1703,Research,My paper has no data,[redacted]
anon-ID_C_1704,Research,My paper has no data,[redacted]
anon-ID_C_1705,Research,Yes,[redacted]
anon-ID_C_1706,Research,Yes,[redacted]
anon-ID_C_1707,Research,Yes,[redacted]
anon-ID_C_1708,Research,Yes,[redacted]
anon-ID_C_1709,Research,My paper has no data,[redacted]
anon-ID_C_1710,Research,Yes,[redacted]
anon-ID_C_1711,Research,Yes,[redacted]
anon-ID_C_1712,Research,Yes,[redacted]
anon-ID_C_1713,Research,Yes,[redacted]
anon-ID_C_1714,Research,Yes,[redacted]
anon-ID_C_1715,Research,Yes,[redacted]
anon-ID_C_1716,Research,Yes,[redacted]
anon-ID_C_1717,Research,Yes,[redacted]
anon-ID_C_1718,Research,My paper has no data,[redacted]
anon-ID_C_1719,Research,Yes,[redacted]
anon-ID_C_1720,Research,Yes,[redacted]
anon-ID_C_1721,Research,Yes,[redacted]
anon-ID_C_1722,Research,Yes,[redacted]
anon-ID_C_1723,Research,Yes,[redacted]
anon-ID_C_1724,Research,My paper has no data,[redacted]
anon-ID_C_1725,Research,Yes,[redacted]
anon-ID_C_1726,Research,Yes,[redacted]
anon-ID_C_1727,Research,My paper has no data,[redacted]
anon-ID_C_1728,Research,My paper has no data,[redacted]
anon-ID_C_1729,Research,Yes,[redacted]
anon-ID_C_1730,Research,Yes,[redacted]
anon-ID_C_1731,Research,Yes,[redacted]
anon-ID_C_1732,Research,My paper has no data,[redacted]
anon-ID_C_1733,Research,Yes,[redacted]
anon-ID_C_1734,Research,Yes,[redacted]
anon-ID_C_1735,Research,Yes,[redacted]
anon-ID_C_1736,Review,My paper has no data,[redacted]
anon-ID_C_1737,Research,Yes,[redacted]
anon-ID_C_1738,Research,Yes,[redacted]
anon-ID_C_1739,Research,Yes,[redacted]
anon-ID_C_1740,Research,Yes,[redacted]
anon-ID_C_1741,Research,Yes,[redacted]
anon-ID_C_1742,Research,My paper has no data,[redacted]
anon-ID_C_1743,Research,My paper has no data,[redacted]
anon-ID_C_1744,Research,Yes,[redacted]
anon-ID_C_1745,Research,Yes,[redacted]
